Codi,Latitud,Longitud,Nom,Adreça,Municipi,DM,Comarca,ST,SE,Naturalesa,TipusCentre,Estudis,Web,Logo,Web-Nodes,Web-Propi,Telefons,Mail,Twitter,Instagram,Codi-SE,Codi-SEZ
43005480,41.184423143,1.208194757,Escola Mare de Déu del Lledó,"av. Guillem de Montoliu, s/n - 43140 La Pobla de Mafumet",La Pobla de Mafumet,,Tarragonès,TAR,SE del Tarragonès,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/escolamarededeudellledo,https://drive.google.com/thumbnail?id=16yZB3SdyjzcKV9_q8JWbzyFB5gAa3SlJ,https://agora.xtec.cat/escolamarededeudellledo,,977840851,e3005480@xtec.cat,,,TAR06,43870705
43005492,41.383272439,1.362085023,Escola Santa Magdalena - ZER La Parellada,"c. Darrera Vila, s/n - 43817 El Pont d'Armentera",El Pont d'Armentera,,Alt Camp,TAR,SE de l'Alt Camp,Públic,ESC,"EINF2C,EPRI",https://blocs.xtec.cat/escoladelpontdarmentera,,,https://blocs.xtec.cat/escoladelpontdarmentera,977638065,e3005492@xtec.cat,,,TAR01,43870702
43005509,41.187334705,0.856014908,Escola Rossend Giol - ZER Baix Priorat,"c. Rossend Giol, s/n - 43739 Porrera",Porrera,,Priorat,TAR,SE del Priorat,Públic,ESC,"EINF2C,EPRI",,,,,977828227,e3005509@xtec.cat,,,TAR05,43870704
43005510,41.308547193,0.989114487,Escola Serra de Prades - ZER Montsant-Serra de Prades,"c. Pau Picasso, s/n - 43364 Prades",Prades,,Baix Camp,TAR,SE del Priorat,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceipserradeprades,,https://agora.xtec.cat/ceipserradeprades,,977868011,e3005510@xtec.cat,,,TAR05,43870704
43005522,41.051563806,0.869919409,Escola Santa Marina,"c. Onze de setembre, s/n - 43320 Pratdip",Pratdip,,Baix Camp,TAR,SE de Reus-Baix Camp,Públic,ESC,"EINF2C,EPRI",https://sclsantamarina.blogspot.com,https://drive.google.com/thumbnail?id=1gpLf5pGjAjN8tupjbMhl7pjqSEzmPVWc,,https://sclsantamarina.blogspot.com,977566033,e3005522@xtec.cat,,,TAR03,43870707
43005534,41.003180286,0.599995464,Escola Les Eres de Rasquera - ZER La Font de l'Aiguadí,"c. Júlia Pellisa, s/n - 43513 Rasquera",Rasquera,,Ribera d'Ebre,TEB,SE de Ribera d'Ebre,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceip-leseres,https://drive.google.com/thumbnail?id=1bUscQDlYXA46w_kXdvT3P-LEHodWWKOV,https://agora.xtec.cat/ceip-leseres,,977409404,e3005534@xtec.cat,,,TEB02,43870803
43005546,41.317469347,1.177828411,Escola de La Riba - ZER El Francolí,"c. Pages, s/n - 43450 La Riba",La Riba,,Alt Camp,TAR,SE de l'Alt Camp,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/esclariba,https://drive.google.com/thumbnail?id=1q9JTV7APt6C1obFiPfq5h-JjdIYlWGjM,https://agora.xtec.cat/esclariba,,977876106,e3005546@xtec.cat,,,TAR01,43870702
43005558,41.129360995,0.962636133,Escola Sant Mateu,"c. Nou, 1 - 43771 Riudecanyes",Riudecanyes,,Baix Camp,TAR,SE de Reus-Baix Camp,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceip-sant-mateu,,https://agora.xtec.cat/ceip-sant-mateu,,977834372,e3005558@xtec.cat,,,TAR03,43870707
43005561,41.172450348,0.975577313,Escola Mare de Déu del Roser,"av. d'Alforja, s/n - 43390 Riudecols",Riudecols,,Baix Camp,TAR,SE de Reus-Baix Camp,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/escola-mdroser-riudecols,https://drive.google.com/thumbnail?id=1PA4-AMZTud9uTTMeWUmmm2nUwxlWL1WE,https://agora.xtec.cat/escola-mdroser-riudecols,,"977560023, 977560023",e3005561@xtec.cat,,,TAR03,43870707
43005571,41.279502364,1.399456102,Escola Les Comes,"c. Prat de la Riba, 3 - 43812 Rodonyà",Rodonyà,,Alt Camp,TAR,SE de l'Alt Camp,Públic,ESC,"EINF1C,EINF2C,EPRI",https://agora.xtec.cat/esclescomesrodonya,https://drive.google.com/thumbnail?id=1f7EhoMA6bZ1Y0nKYXdutQFcQFXqIxQw0,https://agora.xtec.cat/esclescomesrodonya,,977628352,e3005571@xtec.cat,,,TAR01,43870702
43005583,41.298037313,1.558739002,Escola Els Quatre Vents,"Carretera, s/n - 43713 Sant Jaume dels Domenys",Sant Jaume dels Domenys,,Baix Penedès,TAR,SE del Baix Penedès,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceipelsquatrevents,https://drive.google.com/thumbnail?id=1Miwxy9k2M3mdLgxCC2bGDq4AobOIWRMI,https://agora.xtec.cat/ceipelsquatrevents,,"977677682, 977677682",e3005583@xtec.cat,,,TAR04,43870703
43005595,41.252656886,1.554553376,Escola La Parellada,"c. Josep M. Mas, s/n - 43710 Santa Oliva",Santa Oliva,,Baix Penedès,TAR,SE del Baix Penedès,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceip-la-parellada,https://drive.google.com/thumbnail?id=0B8jl-qNBtH8aa0JySEIxX3hKZGs,https://agora.xtec.cat/ceip-la-parellada,,"977679536, 977679536",e3005595@xtec.cat,,,TAR04,43870703
43005601,41.191712217,0.627807751,Escola El Tormo - ZER Ribera d'Ebre Nord,"c. Era, s/n - 43792 La Torre de l'Espanyol",La Torre de l'Espanyol,,Ribera d'Ebre,TEB,SE de Ribera d'Ebre,Públic,ESC,"EINF1C,EINF2C,EPRI",,,,,"977405425, 977405390",e3005601@xtec.cat,,,TEB02,43870803
43005613,40.668602206,0.758310139,Escola Setze de Febrer - ZER Mediterrània,"c. Major, 219 - 43879 Sant Jaume d'Enveja",Sant Jaume d'Enveja,,Montsià,TEB,SE del Montsià,Públic,ESC,"EINF2C,EPRI",,,,,977479064,e3005613@xtec.cat,,,TEB04,43870802
43005625,40.839197986,0.450386343,Escola Sant Antoni Abat - ZER Mont Caro,"c. Rioja, 9 - 43527 Tortosa",Tortosa,,Baix Ebre,TEB,SE del Baix Ebre,Públic,ESC,"EINF2C,EPRI",,,,,"977474101, 977474101",e3005625@xtec.cat,,,TEB03,43870801
43005637,41.24591131,1.330912256,Escola Manuel de Castellví i Feliu - ZER Atzavara,"c. Castellví, 14 - 43886 Vilabella",Vilabella,,Alt Camp,TAR,SE de l'Alt Camp,Públic,ESC,"EINF1C,EINF2C,EPRI",,,,,977620302,e3005637@xtec.cat,,,TAR01,43870702
43005650,41.118415179,0.409021927,Escola El Diví Mestre - ZER Terra Alta Nord,"ctra. de Gandesa, s/n - 43782 Vilalba dels Arcs",Vilalba dels Arcs,,Terra Alta,TEB,SE de la Terra Alta,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/zerterraaltanord/categoria/escola-vilalba,https://drive.google.com/thumbnail?id=1v0_FfKadIdo_ihVB9zRyPD6ieMbMXN71,,https://agora.xtec.cat/zerterraaltanord/categoria/escola-vilalba,"977438306, 977438285",e3005650@xtec.cat,,,TEB01,43870804
43005662,41.227967826,1.371904332,Escola Josep Nin,"c. Raval de cal Toni, 9 - 43885 Salomó",Salomó,,Tarragonès,TAR,SE del Tarragonès,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceipjosepnin,https://drive.google.com/thumbnail?id=1lQ9E0nZbcyQ4tYW9tZSswLzJaT8OT3yp,https://agora.xtec.cat/ceipjosepnin,,977629085,e3005662@xtec.cat,,,TAR06,43870705
43005674,40.807843414,0.493378233,Escola Raval de Cristo - ZER Mont Caro,"c. Tarragona, s/n - 43520 Roquetes",Roquetes,,Baix Ebre,TEB,SE del Baix Ebre,Públic,ESC,"EINF2C,EPRI",https://escolaravaldecristo.blogspot.com,https://drive.google.com/thumbnail?id=1FL0cInf7oTGbzoOL_erjdxHiogsKw5GA,,https://escolaravaldecristo.blogspot.com,977503008,e3005674@xtec.cat,,,TEB03,43870801
43005686,41.119734324,1.224948289,Escola Riu Clar,"Urbanització Riu Clar, s/n - 43006 Tarragona",Tarragona,,Tarragonès,TAR,SE del Tarragonès,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceip-rct,https://drive.google.com/thumbnail?id=1ri0ccCAOjRXq2YCMQfiQmV5N_pLjrwgS,https://agora.xtec.cat/ceip-rct,,"977548109, 977548109",e3005686@xtec.cat,,,TAR06,43870705
43005698,40.554662935,0.526812437,Escola Marjal - ZER Mediterrània,"c. Hernán Cortés, s/n - 43569 Alcanar",Alcanar,,Montsià,TEB,SE del Montsià,Públic,ESC,"EINF2C,EPRI",https://escolalescases.blogspot.com,https://drive.google.com/thumbnail?id=1YjL8mLf_2UzeQkX3qIWoVzUCDWmwBj3h,,https://escolalescases.blogspot.com,977737377,e3005698@xtec.cat,,,TEB04,43870802
43005704,41.120045048,1.243855587,Institut Francesc Vidal i Barraquer,"av. Lluís Companys, 1 - 43005 Tarragona",Tarragona,,Tarragonès,TAR,SE del Tarragonès,Públic,INS,"ESO,BATX,CFPM,CFPS",https://www.vidalibarraquer.net,https://drive.google.com/thumbnail?id=1707fv4f1u8y2Q2TB35-Y-REEznqAgyav,,https://www.vidalibarraquer.net,"977212836, 977243103",e3005704@xtec.cat,@VIDALIBARRAQUER,,TAR06,43870705
43005731,41.131756989,1.252306035,La Muntanyeta,c.Muntanyeta S.Pere/ctra. Pallaresos Km1 - 43007 Tarragona,Tarragona,,Tarragonès,TAR,SE del Tarragonès,Privat,ESC,EE,http://www.appctarragona.org,https://drive.google.com/thumbnail?id=1nGqZ6KQF9ldykYlc228eBWCFrUaeA6Tg,,http://www.appctarragona.org,977217604,e3005731@xtec.cat,@APPCTarragona,,TAR06,43870705
43005741,41.150011748,1.11502006,Ntra. Sra. del Mar,"Autovia de Bellissens, parc.12 políg.64 - 43204 Reus",Reus,,Baix Camp,TAR,SE de Reus-Baix Camp,Privat,EE,"EE,PFI",https://agora.xtec.cat/ceenostrasradelmar,https://drive.google.com/thumbnail?id=12tCXx1VtY19NwOn6KsDDvOoa7_UhZYJu,https://agora.xtec.cat/ceenostrasradelmar,,977 757 965,e3005741@xtec.cat,,,TAR03,43870707
43005753,41.145308752,1.097513846,Escola Doctor Alberich i Casas,"c. Cèlia Artiga, s/n - 43205 Reus",Reus,,Baix Camp,TAR,SE de Reus-Baix Camp,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceip-alberich,https://drive.google.com/thumbnail?id=1gtniVQBjzhSZ4XKVv2RDUkoJ22JrbJ-a,https://agora.xtec.cat/ceip-alberich,,"977332362, 977315692",e3005753@xtec.cat,@Escola_Alberich,,TAR03,43870707
43005765,41.147636049,1.113936874,Escola Eduard Toda i Güell,"c. Montserrat Roig, 2 - 43204 Reus",Reus,,Baix Camp,TAR,SE de Reus-Baix Camp,Públic,ESC,"EINF2C,EPRI",http://www.escolaeduardtoda.cat,https://drive.google.com/thumbnail?id=19MJRhV6L2Fluzp_4IEB97Pi24W6mX1Kr,,http://www.escolaeduardtoda.cat,"977751778, 977751778",e3005765@xtec.cat,,,TAR03,43870707
43005820,41.131977847,1.180581548,Aura,"ctra. de Tarragona- Reus, s/n - 43204 Reus",Reus,,Baix Camp,TAR,SE de Reus-Baix Camp,Privat,IE,"EINF1C,EINF2C,EPRI,ESO,BATX",https://tarragona.institucio.org,https://drive.google.com/thumbnail?id=1GfLT2FswlEukgwcWZzlWsCXoxPRHEqMq,,https://tarragona.institucio.org,"977547033, 977550823",e3005820@xtec.cat,@aura_institucio,aura_institucio,TAR03,43870707
43005893,41.154211691,1.219171247,Escola Centcelles,"c. Joan Maragall, s/n - 43120 Constantí",Constantí,,Tarragonès,TAR,SE del Tarragonès,Públic,ESC,"EINF2C,EPRI",http://escolacentcelles.wixsite.com/escola,https://drive.google.com/thumbnail?id=1T9SJlJJ_3hIV2Gmcoc5KZPnf1Dc6a0IP,,http://escolacentcelles.wixsite.com/escola,"977520504, 977520504",e3005893@xtec.cat,@ESCCentcelles,,TAR06,43870705
43005901,41.16349401,1.106325948,Escola Joan Rebull,"c. Onze de Setembre, 10 - 43203 Reus",Reus,,Baix Camp,TAR,SE de Reus-Baix Camp,Públic,ESC,"EINF2C,EPRI",http://www.ejoanrebull.cat,https://drive.google.com/thumbnail?id=1ceFUufBHC-WHFit2z_4KFCGjerG91BnS,,http://www.ejoanrebull.cat,977316812,e3005901@xtec.cat,,ejoanrebull,TAR03,43870707
43005911,41.116005824,1.211226118,Escola Campclar,"Urbanització Verge del Pilar, s/n - 43006 Tarragona",Tarragona,,Tarragonès,TAR,SE del Tarragonès,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/escolacampclar,https://drive.google.com/thumbnail?id=1iawWHVCdaoGDG7hW7HXDw0yeAMKcbyGo,https://agora.xtec.cat/escolacampclar,,"977548280, 977541293",e3005911@xtec.cat,,,TAR06,43870705
43005935,41.137646167,1.115714997,Escola Sant Bernat Calbó,"c. dels Velers, 83 - 43205 Reus",Reus,,Baix Camp,TAR,SE de Reus-Baix Camp,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceip-sant-bernat-calbo-reus,,https://agora.xtec.cat/ceip-sant-bernat-calbo-reus,,"977754381, 977754381",e3005935@xtec.cat,,,TAR03,43870707
43005947,41.080823808,1.178291474,Escola Cal·lípolis,"c. Alfredo Kraus, 22 - 43481 Vila-seca",Vila-seca,,Tarragonès,TAR,SE del Tarragonès,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceipcal-lipolis,https://drive.google.com/thumbnail?id=1DzTgX-qYQ7vXCfXaQHvggBApRo6m03iw,https://agora.xtec.cat/ceipcal-lipolis,,"977371711, 977371711",e3005947@xtec.cat,,,TAR06,43870705
43005959,41.120887765,1.2379487,Escola Cèsar August,"c. Joan Bta. Plana, 9 - 43005 Tarragona",Tarragona,,Tarragonès,TAR,SE del Tarragonès,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceipcesaraugust,https://drive.google.com/thumbnail?id=0B8jl-qNBtH8aQjVaQTYycXozQnM,https://agora.xtec.cat/ceipcesaraugust,,"977230352, 977230352",e3005959@xtec.cat,@ECesarAugust,ecesaraugust,TAR06,43870705
43005972,41.101637358,1.150361691,Institut Ramon Barbat i Miracle,"av. de l'Alcalde Pere Molas, s/n - 43480 Vila-seca",Vila-seca,,Tarragonès,TAR,SE del Tarragonès,Públic,INS,"ESO,BATX,CFPM,CFPS",https://agora.xtec.cat/ies-ramonbarbat-vilaseca,https://drive.google.com/thumbnail?id=1YrKuHpUg3KeRaY94SOOZDaECRR7XkYY_,https://agora.xtec.cat/ies-ramonbarbat-vilaseca,,"977391379, 977390113",e3005972@xtec.cat,,,TAR06,43870705
43006046,40.774786963,0.513932834,Escola Divina Pastora - ZER Mestral,"c. Santa Tecla, 8-10 - 43517 Tortosa",Tortosa,,Baix Ebre,TEB,SE del Baix Ebre,Públic,ESC,"EINF2C,EPRI",,,,,977474435,e3006046@xtec.cat,,,TEB03,43870801
43006061,41.156374314,1.115427077,Escola Rubió i Ors,"pl. de l'Abat Oliva, 33 - 43204 Reus",Reus,,Baix Camp,TAR,SE de Reus-Baix Camp,Públic,ESC,"EINF2C,EPRI",https://escolarubioiors.blogspot.com,https://drive.google.com/thumbnail?id=16yvZZSrCK_GtPt0Se6gDOYgTlKvhwdtg,,https://escolarubioiors.blogspot.com,"977755843, 977750881",e3006061@xtec.cat,,,TAR03,43870707
43006095,41.086691635,0.634350804,Jerónimo de Moragas,"av. de la Diputació, s/n - 43740 Móra d'Ebre",Móra d'Ebre,,Ribera d'Ebre,TEB,SE de Ribera d'Ebre,Privat,EE,EE,,,,,977 400 782,e3006095@xtec.cat,,,TEB02,43870803
43006101,40.709165877,0.582349864,Institut Montsià,"c. Madrid, 35-49 - 43870 Amposta",Amposta,,Montsià,TEB,SE del Montsià,Públic,INS,"ESO,BATX,CFPM,CFPS,PFI,TEGM,TEGS",https://agora.xtec.cat/insmontsia,https://drive.google.com/thumbnail?id=1uFv84VIhw9IMhy9TJx1naiOXnoKqUASV,https://agora.xtec.cat/insmontsia,,"977700043, 977701752",e3006101@xtec.cat,,,TEB04,43870802
43006125,41.123898433,1.211502708,Institut Campclar,"Rambla de Ponent, 66 - 43006 Tarragona",Tarragona,,Tarragonès,TAR,SE del Tarragonès,Públic,INS,"ESO,BATX,CFPM,PFI",https://agora.xtec.cat/iescampclar,https://drive.google.com/thumbnail?id=0B8jl-qNBtH8aa2tCdXE4bGc5dUE,https://agora.xtec.cat/iescampclar,,"977541007, 977541008",e3006125@xtec.cat,,,TAR06,43870705
43006162,41.112867308,1.250714847,Solc,"c. Apodaca, 3 - 43004 Tarragona",Tarragona,,Tarragonès,TAR,SE del Tarragonès,Privat,EE,EE,,,,,977 554 375,e3006162@xtec.cat,,,TAR06,43870705
43006174,41.361020666,1.40286217,Escola Les Moreres,"camí Mas d'en Parés, 1 - 43815 Aiguamúrcia",Aiguamúrcia,,Alt Camp,TAR,SE de l'Alt Camp,Públic,ESC,"EINF1C,EINF2C,EPRI",https://agora.xtec.cat/ceipdelespobles,https://drive.google.com/thumbnail?id=1IDP4BNK30baXGV0y1zi9ItdJd-5c-ElO,https://agora.xtec.cat/ceipdelespobles,,"977639163, 977638301",e3006174@xtec.cat,,,TAR01,43870702
43006186,40.708769928,0.572703065,Escola Soriano Montagut,"c. Balada, s/n - 43870 Amposta",Amposta,,Montsià,TEB,SE del Montsià,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceipsorianomontagut,https://drive.google.com/thumbnail?id=1i4MmEDkLu4z2kJhtyCrss4dgh0LL20VJ,https://agora.xtec.cat/ceipsorianomontagut,,"977702014, 977702014",e3006186@xtec.cat,,,TEB04,43870802
43006216,41.158574457,1.088575279,Escola Cèlia Artiga,"c. Mont-caro, 2-6 - 43206 Reus",Reus,,Baix Camp,TAR,SE de Reus-Baix Camp,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceip-celiaartiga,https://drive.google.com/thumbnail?id=1UECPLWi86MOD5wXvLgYQFLApNqkDIpcK,https://agora.xtec.cat/ceip-celiaartiga,,"977317614, 977317614",e3006216@xtec.cat,,,TAR03,43870707
43006228,41.148298535,1.123442341,Escola Rosa Sensat,"c. Mas Pellicer, 63-Barri S. Josep Obrer - 43204 Reus",Reus,,Baix Camp,TAR,SE de Reus-Baix Camp,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceiprosasensat-reus,,https://agora.xtec.cat/ceiprosasensat-reus,,"977771672, 977771672",e3006228@xtec.cat,,,TAR03,43870707
43006241,41.129760973,1.127559413,Escola La Plana,"Camí Mas de la Cuca, s/n - 43480 Vila-seca",Vila-seca,,Tarragonès,TAR,SE del Tarragonès,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/esc-laplana,https://drive.google.com/thumbnail?id=1Hw2oDkOMus44C0ZwG9f5cWWUiicm7scv,https://agora.xtec.cat/esc-laplana,,"977391819, 977391819",e3006241@xtec.cat,,,TAR06,43870705
43006253,41.115884,1.221269246,EASD de Tarragona,"ctra.de Valls, s/n,Zona Educacional - 43007 Tarragona",Tarragona,,Tarragonès,TAR,SE del Tarragonès,Públic,INS,"PA01,PA02,CFAS,ESDI",,,,,"977211253, 977231753",,,,TAR06,43870705
43006265,41.116336213,1.249516438,Escola de Dansa Artemis,"ptge. Cobos, 5-7 - 43001 Tarragona",Tarragona,,Tarragonès,TAR,SE del Tarragonès,Privat,ART,DANE,,,,,"977218626, 977331719",e3006265@xtec.cat,,,TAR06,43870705
43006277,41.117693752,1.255888949,Cons. de Música de Tarragona,"c. Cavallers, 10 - 43003 Tarragona",Tarragona,,Tarragonès,TAR,SE del Tarragonès,Públic,ART,MUSP,,,,,"977235830, 977235109",e3006277@xtec.cat,,,TAR06,43870705
43006289,41.111141712,1.140613833,Cons. de Música de Vila-seca,"av. de la Generalitat, 27 - 43480 Vila-seca",Vila-seca,,Tarragonès,TAR,SE del Tarragonès,Públic,ART,MUSP,,,,,977392368,e3006289@xtec.cat,,,TAR06,43870705
43006290,41.290734,1.616984,Esc.Fam.Agr.Campjoliu,ctra. 340 km. 1202 - 43720 L'Arboç,L'Arboç,,Baix Penedès,TAR,SE del Baix Penedès,Privat,IE,"EINF2C,EPRI,ESO,BATX,CFPM",,https://drive.google.com/thumbnail?id=1YN5isITzrZAKBxct7Sh8OrSelm7VVVFb,,,"977670102, 977670851",e3006290@xtec.cat,,,TAR04,43870703
43006332,41.111803547,1.139503805,Escola Mestral,"c. Santiago Rusiñol, s/n - 43480 Vila-seca",Vila-seca,,Tarragonès,TAR,SE del Tarragonès,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/escolamestralvila-seca,https://drive.google.com/thumbnail?id=1xDjPWZmtxWtWowhoo37kqFpvYMt13J6S,https://agora.xtec.cat/escolamestralvila-seca,,977391820,e3006332@xtec.cat,,,TAR06,43870705
43006356,41.071249116,1.058424178,Escola Marinada,"c. Molí d'Avall, 13 - 43850 Cambrils",Cambrils,,Baix Camp,TAR,SE de Reus-Baix Camp,Públic,ESC,"EINF2C,EPRI",https://escolamarinadacambrils.com,https://drive.google.com/thumbnail?id=1w8cqCzziAWRQk1tcV67sTo4ucgntOMAq,,https://escolamarinadacambrils.com,"977793702, 977793702",e3006356@xtec.cat,,,TAR03,43870707
43006371,41.479156526,1.280829133,Escola Sant Roc - ZER Conca de Barberà,"av. de la Conca, 29 A bis - 43426 Rocafort de Queralt",Rocafort de Queralt,,Conca de Barberà,TAR,SE de la Conca de Barberà,Públic,ESC,"EINF2C,EPRI",,,,,977898113,e3006371@xtec.cat,,,TAR02,43870701
43006381,41.11605005,1.202493296,Escola Mediterrani,"c. Riu Ter, s/n - 43006 Tarragona",Tarragona,,Tarragonès,TAR,SE del Tarragonès,Públic,BAIXA,,,,,,,,,,TAR06,43870705
43006393,41.081472386,1.134215353,Escola Europa,"pl. de la Segregació, 2 - 43840 Salou",Salou,,Tarragonès,TAR,SE del Tarragonès,Públic,ESC,"EINF2C,EPRI",https://blocs.xtec.cat/ceipeuropa,,,https://blocs.xtec.cat/ceipeuropa,"977384996, 977384996",e3006393@xtec.cat,,,TAR06,43870705
43006459,41.16298121,1.109571214,LLI privada L'Avet,"c. Domènec Soberano, 6-8 - 43203 Reus",Reus,,Baix Camp,TAR,SE de Reus-Baix Camp,Privat,LLA,EINF1C,,,,,977319051,e3006459@xtec.cat,,,TAR03,43870707
43006496,40.599802646,0.441604695,Institut Manuel Sales i Ferré,"av. de les Escoles, 6 - 43550 Ulldecona",Ulldecona,,Montsià,TEB,SE del Montsià,Públic,INS,"ESO,BATX,CFPM",https://agora.xtec.cat/ies-manuel-sales,https://drive.google.com/thumbnail?id=0B8jl-qNBtH8aU1NNUzVYNldOalE,https://agora.xtec.cat/ies-manuel-sales,,"977573365, 977720173",e3006496@xtec.cat,,,TEB04,43870802
43006541,41.148074546,1.104601965,Escola Teresa Miquel i Pàmies,"pg. Misericòrdia, 9 A - 43202 Reus",Reus,,Baix Camp,TAR,SE de Reus-Baix Camp,Públic,ESC,"EINF2C,EPRI",http://escolateresamiquelipamies.net,https://drive.google.com/thumbnail?id=1Z7DnJOcxvOISnrF1o1FmegDvFFMK2DoR,,http://escolateresamiquelipamies.net,"977321766, 977321766",e3006541@xtec.cat,,,TAR03,43870707
43006551,40.621114131,0.596691955,Escola Horta Vella,"c. de Mendez Núñez, s/n - 43540 Sant Carles de la Ràpita",Sant Carles de la Ràpita,,Montsià,TEB,SE del Montsià,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceiphortavella,https://drive.google.com/thumbnail?id=1pEk0MZNIlxMyiSI-26Ar6e3fwwEO_-pw,https://agora.xtec.cat/ceiphortavella,,977741771,e3006551@xtec.cat,,,TEB04,43870802
43006563,41.164866958,1.243602628,Escola Marcel·lí Domingo,ctra. Pallaresos (Ub. S. Pere i S.Pau) - 43007 Tarragona,Tarragona,,Tarragonès,TAR,SE del Tarragonès,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceip-mdomingo-tarragona,https://drive.google.com/thumbnail?id=1CXG-ZaI4il_ZZ7mTOF3c-ZXI09pMWC1u,https://agora.xtec.cat/ceip-mdomingo-tarragona,,977225465,e3006563@xtec.cat,,,TAR06,43870705
43006575,41.29884142,1.258448329,Escola Eladi Homs,"ctra. del Pla, 145 - 43800 Valls",Valls,,Alt Camp,TAR,SE de l'Alt Camp,Públic,ESC,"EINF2C,EPRI,EE",https://agora.xtec.cat/ceip-eladihoms-valls,https://drive.google.com/thumbnail?id=1MBsWd6jYIgld23PQULDtFTnbLMu37pIe,https://agora.xtec.cat/ceip-eladihoms-valls,,"977604100, 977604100",e3006575@xtec.cat,@EladiHoms,,TAR01,43870702
43006587,41.215279721,1.525916847,Escola Àngels Garriga,"av. Salvador Palau Rabassó, s/n - 43700 El Vendrell",El Vendrell,,Baix Penedès,TAR,SE del Baix Penedès,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceip-angelsgarriga-elvendrell,https://drive.google.com/thumbnail?id=1YNPUuKv1f3X7rmazMDIGq8rji6mgvowU,https://agora.xtec.cat/ceip-angelsgarriga-elvendrell,,977663900,e3006587@xtec.cat,,,TAR04,43870703
43006599,40.703719259,0.579740233,L'Àngel,"c. Josep Tarradellas, 101-103 - 43870 Amposta",Amposta,,Montsià,TEB,SE del Montsià,Privat,EE,EE,,,,,977 704 636,e3006599@xtec.cat,,,TEB04,43870802
43006617,41.393848585,1.092537897,Institut Joan Amigó i Callau,"c. del Serè, 10 - 43440 L'Espluga de Francolí",L'Espluga de Francolí,,Conca de Barberà,TAR,SE de la Conca de Barberà,Públic,INS,"ESO,CFPM",https://agora.xtec.cat/iesjoanamigo,https://drive.google.com/thumbnail?id=0B8jl-qNBtH8aQVVfVTJmZE9DME0,https://agora.xtec.cat/iesjoanamigo,,"977870154, 977871847",e3006617@xtec.cat,,,TAR02,43870701
43006630,41.109572546,1.23927157,Institut Pere Martell,"Autovia de Salou, s/n - 43006 Tarragona",Tarragona,,Tarragonès,TAR,SE del Tarragonès,Públic,INS,"BATX,CFPM,CFPS,PFI",http://www.institutperemartell.cat,https://drive.google.com/thumbnail?id=1J490x-Q_MOR8mRgRifM7l1FY-CJ5pQh-,,http://www.institutperemartell.cat,"977556338, 977556211",e3006630@xtec.cat,@INSPereMartell,,TAR06,43870705
43006642,41.058620767,0.438715363,Institut Terra Alta,"ctra. de Vilalba, 30 - 43780 Gandesa",Gandesa,,Terra Alta,TEB,SE de la Terra Alta,Públic,INS,"ESO,BATX,CFPM,CFPS",https://agora.xtec.cat/iesterraalta,https://drive.google.com/thumbnail?id=0B8jl-qNBtH8aZlpqdlF0UnNuVHM,https://agora.xtec.cat/iesterraalta,,"977420195, 977420764",e3006642@xtec.cat,,,TEB01,43870804
43006654,41.070625834,1.056789343,Institut Cambrils,"pl. Ajuntament, 7 - 43850 Cambrils",Cambrils,,Baix Camp,TAR,SE de Reus-Baix Camp,Públic,INS,"ESO,BATX",https://agora.xtec.cat/iescambrils,https://drive.google.com/thumbnail?id=0B8jl-qNBtH8aQ2ZZcTBpQUd0Znc,https://agora.xtec.cat/iescambrils,,"977361833, 977793775",e3006654@xtec.cat,,,TAR03,43870707
